0.49,0.02,0.00
0.46,0.20,0.00
0.36,0.34,0.00
0.22,0.44,0.00
0.04,0.47,0.00
-0.13,0.44,0.00
-0.27,0.34,0.00
-0.37,0.20,0.00
-0.41,0.02,0.00
-0.37,-0.15,0.00
-0.27,-0.29,0.00
-0.13,-0.39,0.00
0.04,-0.43,0.00
0.22,-0.39,0.00
0.36,-0.29,0.00
0.46,-0.15,0.00

